# Mastin&al:2009a
# Preliminary spreadsheet of eruption source parameters for volcanoes of the world.
# Open-File Report, U.S. Geological Survey, 2009. Number 2009-1133.
# L.G. Mastin, M. Guffanti, J.E. Ewert and J. Spiegel.
# http://pubs.usgs.gov/of/2009/1133
#NUMBER,RN,SN,VN,NAME,LOCATION,STATUS,LATITUDE,NS,VF,LONGITUDE,EW,ELEV,TYPE,TIMEFRAME,ERUPTION TYPE
1505-01=,15,05,-01-,Tacora,Chile-N,Fumarolic,17.72,S,, 69.77,W,5980,Stratovolcano,U,S0
1505-021,15,05,-021,Tambo Quemado,Bolivia,Holocene,18.62,S,, 68.75,W,4215,Pyroclastic shield,U,S0
1505-02=,15,05,-02-,Guallatiri,Chile-N,Historical,18.42,S,, 69.092,W,6071,Stratovolcano,D2,S1
1505-032,15,05,-032,Tata_Sabaya,Bolivia,Holocene,19.13,S,, 68.53,W,5430,Stratovolcano,U,S0
1505-035,15,05,-035,Jayu_Khota_Laguna,Bolivia,Holocene,19.45,S,, 67.42,W,3650,Maars,U,S0
1505-036,15,05,-036,Nuevo_Mundo,Bolivia,Holocene?,19.78,S,, 66.48,W,5438,Lava domes,?,S0
1505-03=,15,05,-03-,Isluga,Chile-N,Historical,19.15,S,, 68.83,W,5550,Stratovolcano,D2,S1
1505-042,15,05,-042,Pampa_Luxsar,Bolivia,Holocene?,20.85,S,*, 68.20,W,5543,Volcanic field,?,S0
1505-04=,15,05,-04-,Irruputuncu,Chile-N,Historical,20.73,S,, 68.55,W,5163,Stratovolcano,D2,S0
1505-05=,15,05,-05-,Olca_Paruma,Chile-N,Historical,20.93,S,, 68.48,W,5407,Stratovolcanoes,D3,S0
1505-061,15,05,-061,Cerro_del_Azufre,Chile-N,Holocene?,21.787,S,, 68.237,W,5846,Stratovolcano,?,S0
1505-06=,15,05,-06-,Ollague,Chile-N,Holocene?,21.30,S,, 68.18,W,5868,Stratovolcano,?,S0
1505-07=,15,05,-07-,San_Pedro,Chile-N,Historical,21.88,S,, 68.40,W,6145,Stratovolcanoes,D2,S1
1505-091,15,05,-091,Sairecabur,Chile-N,Holocene,22.72,S,, 67.892,W,5971,Stratovolcanoes,U,S0
1505-092,15,05,-092,Licancabur,Chile-N,Holocene,22.83,S,, 67.88,W,5916,Stratovolcano,U,S0
1505-093,15,05,-093,Guayaques,Chile-N,Holocene,22.895,S,, 67.566,W,5598,Lava domes,U,S0
1505-094,15,05,-094,Purico_Complex,Chile-N,Holocene,23.00,S,, 67.75,W,5703,Pyroclastic shield,U,S0
1505-095,15,05,-095,Colachi,Chile-N,Holocene,23.236,S,, 67.645,W,5631,Stratovolcano,U,S0
1505-096,15,05,-096,Acamarachi,Chile-N,Holocene,23.30,S,, 67.62,W,6046,Stratovolcano,U,S0
1505-097,15,05,-097,Cerro_Overo,Chile-N,Holocene?,23.52,S,, 67.67,W,4555,Maar,?,S0
1505-098,15,05,-098,Chiliques,Chile-N,Holocene?,23.58,S,, 67.70,W,5778,Stratovolcano,?,S0
1505-09=,15,05,-09-,Putana,Chile-N,Historical,22.55,S,, 67.85,W,5890,Stratovolcano,D3,S0
1505-101,15,05,-101,Cordon_de_Puntas_Negras,Chile-N,Holocene,23.743,S,, 67.534,W,5852,Stratovolcanoes,U,S0
1505-102,15,05,-102,Miniques,Chile-N,Holocene?,23.82,S,, 67.77,W,5910,Stratovolcanoes,?,S0
1505-103,15,05,-103,Cerro_Tujle,Chile-N,Holocene,23.83,S,, 67.95,W,3550,Maar,U,M0
1505-104,15,05,-104,Caichinque,Chile-N,Holocene?,23.95,S,, 67.73,W,4450,Stratovolcanoes,?,S0
1505-105,15,05,-105,Tilocalar,Chile-N,Holocene?,23.97,S,, 68.13,W,3116,Stratovolcanoes,?,S0
1505-106,15,05,-106,El_Negrillar,Chile-N,Holocene,24.18,S,*, 68.25,W,3500,Pyroclastic cones,U,M0
1505-107,15,05,-107,Pular,Chile-N,Holocene?,24.188,S,, 68.054,W,6233,Stratovolcanoes,?,S0
1505-108,15,05,-108,La_Negrillar,Chile-N,Holocene?,24.28,S,, 68.60,W,4109,Pyroclastic cones,?,M0
1505-109,15,05,-109,Socompa,Chile-N,Radiocarbon,24.40,S,, 68.25,W,6051,Stratovolcano,D7,S0
1505-10=,15,05,-10-,Lascar,Chile-N,Historical,23.37,S,, 67.73,W,5592,Stratovolcanoes,D1,S2
1505-112,15,05,-112,Cerro_Escorial,Chile-N,Holocene?,25.08,S,, 68.37,W,5447,Stratovolcano,?,S0
1505-11=,15,05,-11-,Llullaillaco,Chile-N,Historical,24.72,S,, 68.53,W,6739,Stratovolcano,D3,S0
1505-121,15,05,-121,Cordon_del_Azufre,Chile-N,Holocene,25.33,S,, 68.52,W,5463,Complex volcano,U,S0
1505-122,15,05,-122,Cerro_Bayo,Chile-N,Holocene,25.42,S,, 68.58,W,5401,Complex volcano,U,S0
1505-123,15,05,-123,Sierra_Nevada,Chile-N,Holocene,26.48,S,*, 68.58,W,6127,Complex volcano,U,S0
1505-124,15,05,-124,Falso_Azufre,Chile-N,Holocene?,26.80,S,, 68.37,W,5890,Complex volcano,?,S0
1505-125,15,05,-125,Nevado_de_Incahuasi,Chile-N,Holocene?,27.042,S,, 68.28,W,6621,Stratovolcanoes,?,S0
1505-12=,15,05,-12-,Lastarria,Chile-N,Holocene,25.17,S,, 68.50,W,5697,Stratovolcano,U,S0
1505-131,15,05,-131,El_Solo,Chile-N,Holocene,27.108,S,, 68.72,W,6190,Stratovolcano,U,S0
1505-13=,15,05,-13-,Nevados_Ojos_del_Salado,Chile-N,Tephrochronology,27.12,S,, 68.55,W,6887,Stratovolcano,D6,S0
1505-14-,15,05,-14-,Copiapo,Chile-N,Uncertain,27.30,S,, 69.13,W,6052,Stratovolcano,?,S0
1505-15-,15,05,-15-,Cerro_Tuzgle,Argentina,Holocene?,24.05,S,, 66.48,W,5500,Stratovolcano,?,S0
1505-16-,15,05,-16-,Aracar,Argentina,Uncertain,24.25,S,, 67.77,W,6082,Stratovolcano,?,S0
1505-161,15,05,-161,Unnamed,Argentina,Holocene?,25.10,S,, 68.27,W,,Pyroclastic cone,?,M0
1505-18-,15,05,-18-,Antofagasta_de_la_Sierra,Argentina,Holocene,26.08,S,*, 67.50,W,4000,Scoria cones,U,M0
1505-19-,15,05,-19-,Cerro_el_Condor,Argentina,Holocene,26.62,S,, 68.35,W,6532,Stratovolcano,U,S0
1505-20-,15,05,-20-,Peinado,Argentina,Holocene,26.62,S,, 68.15,W,5740,Stratovolcano,U,S0
1505-21-,15,05,-21-,Robledo,Argentina,Holocene,26.77,S,, 67.72,W,4400,Caldera,U,S0
1505-22-,15,05,-22-,Tipas,Argentina,Holocene,27.20,S,, 68.55,W,6660,Complex volcano,U,S0
1506-011,15,06,-011,Easter_Island,Chile-Is,Holocene,27.15,S,,109.38,W,511,Shield volcanoes,U,M0
1506-01=,15,06,-01-,San_Felix,Chile-Is,Holocene,26.28,S,, 80.12,W,193,Shield volcano,U,M0
1506-02=,15,06,-02-,Robinson_Crusoe,Chile-Is,Historical,33.658,S,, 78.85,W,922,Shield volcanoes,D3,M0
1506-04=,15,06,-04-,Unnamed,Chile-Is,Uncertain,33.62,S,, 76.83,W,-642,Submarine volcano,?,U0
1507-01=,15,07,-01-,Tupungatito,Chile-C,Historical,33.40,S,, 69.80,W,6000,Stratovolcano,D2,S1
1507-021,15,07,-021,Maipo,Chile-C,Historical,34.161,S,, 69.833,W,5264,Caldera,D2,S1
1507-022,15,07,-022,Palomo,Chile-C,Holocene,34.608,S,, 70.295,W,4860,Stratovolcano,U,S0
1507-023,15,07,-023,Caldera_del_Atuel,Argentina,Holocene,34.65,S,*, 70.05,W,5189,Caldera,U,S0
1507-024,15,07,-024,Risco_Plateado,Argentina,Holocene?,34.93,S,, 70.00,W,4999,Stratovolcano,?,S0
1507-02=,15,07,-02-,San_José,Chile-C,Historical,33.782,S,, 69.897,W,5856,Stratovolcano,D2,S1
1507-03=,15,07,-03-,Tinguiririca,Chile-C,Historical,34.814,S,, 70.352,W,4280,Stratovolcano,D2,S0
1507-042,15,07,-042,Calabozos,Chile-C,Holocene,35.558,S,, 70.496,W,3508,Caldera,U,S0
1507-04=,15,07,-04-,Planchon_Peteroa,Chile-C,Historical,35.240,S,, 70.570,W,4107,Stratovolcanoes,D2,S1
1507-05=,15,07,-05-,Descabezado_Grande,Chile-C,Historical,35.58,S,, 70.75,W,3953,Stratovolcanoes,D2,S0
1507-061,15,07,-061,Maule_Laguna_del,Chile-C,Holocene,36.02,S,*, 70.58,W,3092,Caldera,U,S0
1507-062,15,07,-062,San_Pedro_Pellado,Chile-C,Holocene,35.989,S,, 70.849,W,3621,Stratovolcanoes,U,S0
1507-063,15,07,-063,Nevado_de_Longavi,Chile-C,Radiocarbon,36.193,S,, 71.161,W,3242,Stratovolcano,D7,S0
1507-064,15,07,-064,Blancas_Lomas,Chile-C,Holocene,36.286,S,, 71.009,W,2268,Stratovolcano,U,S0
1507-065,15,07,-065,Resago,Chile-C,Holocene,36.45,S,, 70.92,W,1890,Cinder cone,U,M0
1507-066,15,07,-066,Payun_Matru,Argentina,Holocene,36.42,S,, 69.20,W,3680,Shield volcano,U,M0
1507-067,15,07,-067,Domuyo,Argentina,Holocene?,36.58,S,, 70.42,W,4709,Stratovolcano,?,S0
1507-06=,15,07,-06-,Cerro_Azul,Chile-C,Historical,35.653,S,, 70.761,W,3788,Stratovolcano,D2,S2
1507-071,15,07,-071,Cochiquito_Volc_Group,Argentina,Holocene,36.77,S,, 69.82,W,1435,Stratovolcanoes,U,S0
1507-072,15,07,-072,Tromen,Argentina,Holocene,37.142,S,, 70.03,W,3978,Stratovolcanoes,U,S0
1507-073,15,07,-073,Puesto_Cortaderas,Argentina,Holocene,37.57,S,, 69.62,W,970,Pyroclastic cone,U,M0
1507-07=,15,07,-07-,Nevados_de_Chillan,Chile-C,Historical,36.863,S,, 71.377,W,3212,Stratovolcano,D1,S1
1507-081,15,07,-081,Trocon,Argentina,Holocene?,37.73,S,, 70.90,W,2500,Lava domes,?,S0
1507-08=,15,07,-08-,Antuco,Chile-C,Historical,37.406,S,, 71.349,W,2979,Stratovolcano,D3,S1
1507-091,15,07,-091,Callaqui,Chile-C,Historical,37.92,S,, 71.45,W,3164,Stratovolcano,D2,S1
1507-092,15,07,-092,Laguna_Marinaqui,Chile-C,Holocene,38.27,S,, 71.10,W,2143,Cinder cones,U,M0
1507-093,15,07,-093,Tolguaca,Chile-C,Holocene,38.310,S,, 71.645,W,2806,Stratovolcano,U,S0
1507-09=,15,07,-09-,Copahue,Chile-C,Historical,37.85,S,, 71.17,W,2997,Stratovolcano,D1,S1
1507-10=,15,07,-10-,Lonquimay,Chile-C,Historical,38.377,S,, 71.58,W,2865,Stratovolcano,D2,S2
1507-111,15,07,-111,Sollipulli,Chile-C,Radiocarbon,38.97,S,, 71.52,W,2282,Caldera,D6,S0
1507-112,15,07,-112,Caburgua_Huelemolle,Chile-C,Tephrochronology,39.25,S,*, 71.70,W,1496,Cinder cones,D7,M0
1507-11=,15,07,-11-,Llaima,Chile-C,Historical,38.692,S,, 71.729,W,3125,Stratovolcano,D1,S1
1507-121,15,07,-121,Quetrupillan,Chile-C,Historical,39.50,S,, 71.70,W,2360,Stratovolcano,D3,S0
1507-122,15,07,-122,Lanin,Chile-C,Radiocarbon,39.633,S,, 71.500,W,3747,Stratovolcano,D6,S0
1507-123,15,07,-123,Huanquihue_Group,Argentina,Radiocarbon,39.88,S,, 71.58,W,2139,Stratovolcanoes,D4,S0
1507-12=,15,07,-12-,Villarrica,Chile-C,Historical,39.42,S,, 71.93,W,2847,Stratovolcano,D1,S1
1507-13=,15,07,-13-,Mocho_Choshuenco,Chile-C,Historical,39.927,S,, 72.027,W,2422,Stratovolcanoes,D2,S0
1507-14=,15,07,-14-,Carran_Los_Venados,Chile-C,Historical,40.35,S,*, 72.07,W,1114,Pyroclastic cones,D2,M2
1507-152,15,07,-152,Cerro_Pantoja,Chile-C,Holocene,40.77,S,, 71.95,W,2024,Stratovolcano,U,S0
1507-153,15,07,-153,Antillanca_Group,Chile-C,Radiocarbon,40.771,S,, 72.153,W,1990,Stratovolcanoes,D7,S0
1507-15=,15,07,-15-,Puyehue_Cordon_Caulle,Chile-C,Historical,40.590,S,, 72.117,W,2236,Stratovolcano,D2,S0
1507-16-,15,07,-16-,Puntiagudo_Cordon_Cenizos,Chile-C,Historical,40.969,S,, 72.264,W,2493,Stratovolcano,D3,S0
1508-011,15,08,-011,Tronador,Chile-S,Holocene?,41.157,S,, 71.885,W,3491,Stratovolcano,?,S0
1508-012,15,08,-012,Cayutue_La_Vigueria,Chile-S,Tephrochronology,41.25,S,*, 72.27,W,506,Pyroclastic cones,D7,M0
1508-01=,15,08,-01-,Osorno,Chile-S,Historical,41.10,S,, 72.493,W,2652,Stratovolcano,D3,S1
1508-021,15,08,-021,Cuernos_del_Diablo,Chile-S,Holocene,41.40,S,, 72.00,W,1862,Stratovolcano,U,S0
1508-022,15,08,-022,Yate,Chile-S,Holocene,41.755,S,, 72.396,W,2187,Stratovolcano,U,S0
1508-023,15,08,-023,Hornopiren,Chile-S,Holocene,41.874,S,, 72.431,W,1572,Stratovolcano,U,S0
1508-024,15,08,-024,Apagado,Chile-S,Holocene,41.88,S,, 72.58,W,1210,Pyroclastic cone,U,S0
1508-025,15,08,-025,Crater_Basalt_volc_field,Chile-S/Argentina,Holocene,42.02,S,*, 70.18,W,1359,Cinder cones,U,M0
1508-02=,15,08,-02-,Calbuco,Chile-S,Historical,41.326,S,, 72.614,W,2003,Stratovolcano,D2,S2
1508-03=,15,08,-03-,Huequi,Chile-S,Historical,42.377,S,, 72.578,W,1318,Stratovolcano,D2,S1
1508-041,15,08,-041,Chaiten,Chile-S,Historical,42.833,S,, 72.646,W,1122,Caldera,D1,S2
1508-04=,15,08,-04-,Minchinmavida,Chile-S,Historical,42.793,S,, 72.439,W,2404,Stratovolcano,D3,S1
1508-050,15,08,-050,Yanteles,Chile-S,Radiocarbon,43.50,S,, 72.80,W,2042,Stratovolcanoes,D7,S0
1508-051,15,08,-051,Palena_Volc_Group,Chile-S,Holocene,43.78,S,, 72.47,W,,Cinder cones,U,M0
1508-052,15,08,-052,Melimoyu,Chile-S,Radiocarbon,44.08,S,, 72.88,W,2400,Stratovolcano,D6,S0
1508-053,15,08,-053,Puyuhuapi,Chile-S,Holocene,44.30,S,, 72.53,W,524,Cinder cones,U,M0
1508-054,15,08,-054,Mentolat,Chile-S,Historical,44.70,S,, 73.08,W,1660,Stratovolcano,D4,S0
1508-055,15,08,-055,Cay,Chile-S,Holocene?,45.059,S,, 72.984,W,2090,Stratovolcano,?,S0
1508-056,15,08,-056,Maca,Chile-S,Radiocarbon,45.10,S,, 73.17,W,2960,Stratovolcano,D6,S0
1508-057,15,08,-057,Cerro_Hudson,Chile-S,Historical,45.90,S,, 72.97,W,1905,Stratovolcano,D2,S3
1508-058,15,08,-058,Rio_Murta,Chile-S,Holocene?,46.17,S,, 72.67,W,,Pyroclastic cones,?,M0
1508-059,15,08,-059,Arenales,Chile-S,Historical,47.20,S,, 73.48,W,3437,Stratovolcano,D2,S0
1508-05=,15,08,-05-,Corcovado,Chile-S,Historical,43.18,S,, 72.80,W,2300,Stratovolcano,D7,S0
1508-061,15,08,-061,Viedma,Argentina,Historical,49.358,S,, 73.28,W,1500,Subglacial volcano,D2,S0
1508-062,15,08,-062,Aguilera,Chile-S,Radiocarbon,50.33,S,, 73.75,W,2546,Stratovolcano,D7,S0
1508-063,15,08,-063,Reclus,Chile-S,Historical,50.964,S,, 73.585,W,1000,Cinder cone,D2,S0
1508-06=,15,08,-06-,Lautaro,Chile-S,Historical,49.02,S,, 73.55,W,3607,Stratovolcano,D2,S1
1508-07=,15,08,-07-,Monte_Burney,Chile-S,Historical,52.33,S,, 73.40,W,1758,Stratovolcano,D2,S0
1508-08-,15,08,-08-,Palei_Aike_volc_field,Chile-S,Anthropology,52.00,S,*, 70.00,W,282,Cinder cones,D7,M0
1508-09-,15,08,-09-,Fueguino,Chile-S,Historical,54.95,S,, 70.25,W,150,Lava domes,D3,S0
1600-01=,16,00,-01-,Saba,W Indies,Historical,17.63,N,, 63.23,W,887,Stratovolcano,D5,S0
1600-02=,16,00,-02-,The_Quill,W Indies,Radiocarbon,17.478,N,, 62.960,W,601,Stratovolcano,D6,S0
1600-03=,16,00,-03-,Liamuiga,W Indies,Radiocarbon,17.37,N,, 62.80,W,1156,Stratovolcano,D6,S0
1600-04=,16,00,-04-,Nevis_Peak,W Indies,Holocene?,17.15,N,, 62.58,W,985,Stratovolcano,?,S0
1600-05=,16,00,-05-,Soufriere_Hills,W Indies,Historical,16.72,N,, 62.18,W,915,Stratovolcano,D1,S9
1600-06=,16,00,-06-,Soufriere_Guadeloupe,W Indies,Historical,16.05,N,, 61.67,W,1467,Stratovolcano,D2,S0
1600-08=,16,00,-08-,Diables_Morne_aux,W Indies,Holocene,15.612,N,, 61.43,W,861,Stratovolcano,U,S0
1600-09=,16,00,-09-,Diablotins_Morne,W Indies,Holocene?,15.503,N,, 61.397,W,1430,Stratovolcano,?,S0
1600-101,16,00,-101,Watt_Morne,W Indies,Historical,15.307,N,, 61.305,W,1224,Stratovolcanoes,D2,S0
1600-10=,16,00,-10-,Morne_Trois_Pitons,W Indies,Radiocarbon,15.37,N,, 61.33,W,1387,Complex volcano,D6,S0
1600-11=,16,00,-11-,Morne_Plat_Pays,W Indies,Radiocarbon,15.255,N,, 61.341,W,940,Stratovolcano,D6,S0
1600-12=,16,00,-12-,Pelee,W Indies,Historical,14.82,N,, 61.17,W,1397,Stratovolcano,D2,S2
1600-14=,16,00,-14-,Qualibou,W Indies,Historical,13.83,N,, 61.05,W,777,Caldera,D4,S0
1600-15=,16,00,-15-,Soufriere_St_Vincent,W Indies,Historical,13.33,N,, 61.18,W,1220,Stratovolcano,D2,S2
1600-16=,16,00,-16-,Kick_em_Jenny,W Indies,Historical,12.300,N,, 61.640,W,-185,Submarine volcano,D1,U0
1600-17=,16,00,-17-,St_Catherine,W Indies,Holocene,12.15,N,, 61.67,W,840,Stratovolcano,U,S0
1700-01=,17,00,-01-,Snaefellsjokull,Iceland-W,Radiocarbon,64.80,N,, 23.78,W,1448,Stratovolcano,D6,M0
1700-02=,17,00,-02-,Helgrindur,Iceland-W,Holocene,64.87,N,*, 23.25,W,647,Pyroclastic cones,U,M0
1700-03=,17,00,-03-,Ljosufjoll,Iceland-W,Anthropology,64.87,N,*, 22.23,W,1063,Fissure vents,D6,M0
1701-02=,17,01,-02-,Reykjanes,Iceland-SW,Historical,63.88,N,*, 22.50,W,230,Crater rows,D3,M0
1701-03=,17,01,-03-,Krisuvik,Iceland-SW,Historical,63.93,N,*, 22.10,W,379,Crater rows,D6,M0
1701-04=,17,01,-04-,Brennisteinsfjoll,Iceland-SW,Historical,63.92,N,*, 21.83,W,621,Crater rows,D6,S0
1701-051,17,01,-051,Hromundartindur,Iceland-S,Holocene?,64.073,N,*, 21.202,W,540,Stratovolcano,?,S0
1701-05=,17,01,-05-,Hengill,Iceland-SW,Historical,64.08,N,*, 21.32,W,803,Crater rows,D6,M0
1701-06=,17,01,-06-,Grimsnes,Iceland-SW,Tephrochronology,64.03,N,*, 20.87,W,214,Crater rows,D7,S0
1701-07=,17,01,-07-,Prestahnukur,Iceland-SW,Radiocarbon,64.60,N,*, 20.58,W,1400,Subglacial volcano,D7,M0
1701-08=,17,01,-08-,Hveravellir,Iceland-SW,Radiocarbon,64.75,N,, 19.98,W,1360,Subglacial volcano,D6,M0
1701-09=,17,01,-09-,Hofsjokull,Iceland-SW,Holocene,64.78,N,, 18.92,W,1782,Subglacial volcano,U,M0
1702-01=,17,02,-01-,Vestmannaeyjar,Iceland-S,Historical,63.43,N,*, 20.28,W,279,Submarine volcanoes,D2,M0
1702-02=,17,02,-02-,Eyjafjoll,Iceland-S,Historical,63.63,N,, 19.62,W,1666,Stratovolcano,D3,S0
1702-03=,17,02,-03-,Katla,Iceland-S,Historical,63.63,N,, 19.05,W,1512,Subglacial volcano,D2,M0
1702-04=,17,02,-04-,Tindfjallajokull,Iceland-S,Holocene?,63.78,N,, 19.57,W,1463,Stratovolcano,?,M0
1702-05=,17,02,-05-,Torfajokull,Iceland-S,Historical,63.92,N,, 19.17,W,1259,Stratovolcano,D6,S0
1702-07=,17,02,-07-,Hekla,Iceland-S,Historical,63.98,N,, 19.70,W,1491,Stratovolcano,D1,S2
1703-01=,17,03,-01-,Grimsvotn,Iceland-NE,Historical,64.42,N,, 17.33,W,1725,Caldera,D1,M0
1703-03=,17,03,-03-,Bardarbunga,Iceland-NE,Historical,64.63,N,, 17.53,W,2009,Stratovolcano,D2,M0
1703-04=,17,03,-04-,Tungnafellsjokull,Iceland-NE,Holocene,64.73,N,, 17.92,W,1535,Stratovolcano,U,M0
1703-05=,17,03,-05-,Kverkfjoll,Iceland-NE,Historical,64.65,N,, 16.72,W,1929,Stratovolcano,D2,M0
1703-06=,17,03,-06-,Askja,Iceland-NE,Historical,65.03,N,, 16.75,W,1516,Stratovolcano,D2,M0
1703-07=,17,03,-07-,Fremrinamur,Iceland-NE,Tephrochronology,65.43,N,, 16.65,W,939,Stratovolcano,D7,M0
1703-08=,17,03,-08-,Krafla,Iceland-NE,Historical,65.73,N,, 16.78,W,818,Caldera,D2,M1
1703-09=,17,03,-09-,Theistareykjarbunga,Iceland-NE,Tephrochronology,65.88,N,, 16.83,W,564,Shield volcano,D7,M0
1703-10=,17,03,-10-,Tjornes_Fracture_Zone,Iceland-N of,Historical,66.30,N,, 17.10,W,,Submarine volcano,D3,U0
1704-01=,17,04,-01-,Oraefajokull,Iceland-SE,Historical,64.00,N,, 16.65,W,2119,Stratovolcano,D4,M0
1704-02=,17,04,-02-,Esjufjoll,Iceland-SE,Historical,64.27,N,, 16.65,W,1760,Stratovolcano,D2,S0
1705-01=,17,05,-01-,Kolbeinsey_Ridge,Iceland-N of,Historical,66.67,N,, 18.50,W,5,Submarine volcano,D4,U0
1706-01=,17,06,-01-,Jan_Mayen,Atlantic-N-Jan Mayen,Historical,71.08,N,,  8.17,W,2277,Stratovolcano,D2,M0
1707-01-,17,07,-01-,Unnamed,Arctic Ocean,Uncertain,88.27,N,, 65.60,W,-1500,Submarine volcano,?,U0
1707-02-,17,07,-02-,Unnamed,Arctic Ocean,Holocene,85.58,N,, 85.00,E,-3800,Submarine volcano,U,U0
1801-02=,18,01,-02-,Unnamed,Atlantic-N,Historical,49.00,N,, 34.50,W,-1650,Submarine volcano,D3,U0
1801-03=,18,01,-03-,Unnamed,Atlantic-N,Uncertain,39.95,N,, 25.83,W,-2835,Submarine volcano,?,U0
1801-04=,18,01,-04-,Unnamed,Atlantic-N,Historical,38.75,N,, 38.08,W,-4200,Submarine volcano,D3,U0
1802-001,18,02,-001,Flores,Azores,Radiocarbon,39.462,N,, 31.216,W,914,Stratovolcanoes,D7,M0
1802-002,18,02,-002,Corvo,Azores,Holocene,39.699,N,, 31.111,W,718,Stratovolcano,U,M0
1802-01=,18,02,-01-,Fayal,Azores,Historical,38.60,N,, 28.73,W,1043,Stratovolcano,D2,S0
1802-02=,18,02,-02-,Pico,Azores,Historical,38.47,N,, 28.40,W,2351,Stratovolcano,D4,M0
1802-03=,18,02,-03-,San_Jorge,Azores,Historical,38.65,N,, 28.08,W,1053,Fissure vent,D2,M0
1802-04=,18,02,-04-,Graciosa,Azores,Holocene,39.02,N,, 27.97,W,402,Stratovolcano,U,M0
1802-05=,18,02,-05-,Terceira,Azores,Historical,38.73,N,, 27.32,W,1023,Stratovolcanoes,D1,M0
1802-07=,18,02,-07-,Don_Joao_de_Castro_Bank,Azores,Historical,38.23,N,, 26.63,W,-13,Submarine volcano,D4,M0
1802-081,18,02,-081,Picos_Volc_System,Azores,Historical,37.78,N,*, 25.67,W,350,Pyroclastic cones,D5,M0
1802-08=,18,02,-08-,Sete_Cidades,Azores,Historical,37.87,N,, 25.78,W,856,Stratovolcano,D3,S0
1802-09=,18,02,-09-,Agua_de_Pau,Azores,Historical,37.77,N,, 25.47,W,947,Stratovolcano,D5,S0
1802-10=,18,02,-10-,Furnas,Azores,Historical,37.77,N,, 25.32,W,805,Stratovolcano,D5,S0
1802-11=,18,02,-11-,Monaco_Bank,Azores,Historical,37.60,N,, 25.88,W,-197,Submarine volcano,D2,U0
1802-12-,18,02,-12-,Madeira,Azores,Radiocarbon,32.73,N,, 16.97,W,1862,Shield volcano,D7,M0
1803-01-,18,03,-01-,La_Palma,Canary Is,Historical,28.57,N,, 17.83,W,2426,Stratovolcanoes,D2,M0
1803-02-,18,03,-02-,Hierro,Canary Is,Radiocarbon,27.73,N,, 18.03,W,1500,Shield volcano,D7,M0
1803-03-,18,03,-03-,Tenerife,Canary Is,Historical,28.271,N,, 16.641,W,3715,Stratovolcano,D2,S0
1803-04-,18,03,-04-,Gran_Canaria,Canary Is,Radiocarbon,28.00,N,, 15.58,W,1950,Fissure vents,D7,M0
1803-05-,18,03,-05-,Fuerteventura,Canary Is,Holocene,28.358,N,, 14.02,W,529,Fissure vents,U,M0
1803-06-,18,03,-06-,Lanzarote,Canary Is,Historical,29.03,N,, 13.63,W,670,Fissure vents,D3,M0
1804-01=,18,04,-01-,Fogo,Cape Verde Is,Historical,14.95,N,, 24.35,W,2829,Stratovolcano,D2,S0
1804-02-,18,04,-02-,Brava,Cape Verde Is,Holocene,14.85,N,, 24.72,W,900,Stratovolcano,U,S0
1804-03-,18,04,-03-,Sao_Vicente,Cape Verde Is,Holocene,16.85,N,, 24.97,W,725,Stratovolcano,U,S0
1805-01=,18,05,-01-,Unnamed,Atlantic-C,Uncertain, 7.00,N,, 21.83,W,-1415,Submarine volcano ?,?,U0
1805-02=,18,05,-02-,Unnamed,Atlantic-C,Uncertain, 4.20,N,, 21.45,W,-2900,Submarine volcano,?,U0
1805-03=,18,05,-03-,Unnamed,Atlantic-C,Uncertain, 0.72,S,, 20.53,W,-1528,Submarine volcano,?,U0
1805-04=,18,05,-04-,Unnamed,Atlantic-C,Uncertain, 3.50,S,, 24.50,W,-5300,Submarine volcano,?,U0
1805-05-,18,05,-05-,Ascension,Atlantic-C,Holocene, 7.95,S,, 14.37,W,858,Stratovolcano,U,M0
1805-051,18,05,-051,Trindade,Atlantic-C,Holocene,20.514,S,, 29.331,W,600,Stratovolcano,U,S0
1806-011,18,06,-011,Nightingale_Island,Atlantic-S,Historical,37.42,S,, 12.48,W,365,Stratovolcano,D1,S0
1806-01=,18,06,-01-,Tristan_da_Cunha,Atlantic-S,Historical,37.092,S,, 12.28,W,2060,Shield volcano,D2,M1
1806-02-,18,06,-02-,Bouvet,Atlantic-S,Magnetism,54.42,S,,  3.35,E,780,Shield volcano,D7,M0
1806-03-,18,06,-03-,Thompson_Island,Atlantic-S,Uncertain,53.93,S,,  5.50,E,,Submarine volcano ?,?,S0
1900-011,19,00,-011,Young_Island,Antarctica,Fumarolic,66.42,S,,162.47,E,1340,Stratovolcano,U,S0
1900-012,19,00,-012,Sturge_Island,Antarctica,Uncertain,67.40,S,,164.83,E,1167,Stratovolcano,?,M0
1900-013,19,00,-013,Pleiades,Antarctica,Potassium-Argon,72.67,S,,165.50,E,3040,Stratovolcano,D7,S0
1900-014,19,00,-014,Unnamed,Antarctica,Holocene?,73.45,S,*,164.58,E,2987,Scoria cones,?,M0
1900-015,19,00,-015,Melbourne,Antarctica,Tephrochronology,74.35,S,,164.70,E,2732,Stratovolcano,D4,S0
1900-016,19,00,-016,Unnamed,Antarctica,Holocene?,76.83,S,,163.00,E,-500,Submarine volcano,?,U0
