# Mastin&al:2009a
# Preliminary spreadsheet of eruption source parameters for volcanoes of the world.
# Open-File Report, U.S. Geological Survey, 2009. Number 2009-1133.
# L.G. Mastin, M. Guffanti, J.E. Ewert and J. Spiegel.
# http://pubs.usgs.gov/of/2009/1133
#NUMBER,RN,SN,VN,NAME,LOCATION,STATUS,LATITUDE,NS,VF,LONGITUDE,EW,ELEV,TYPE,TIMEFRAME,ERUPTION TYPE
0603-16=,06,03,-16-,Karaha_Kawah,Java,Fumarolic, 7.12,S,,108.08,E,1155,Fumarole field,U,S0
0603-17=,06,03,-17-,Cereme,Java,Historical, 6.892,S,,108.40,E,3078,Stratovolcano,D2,S1
0603-18=,06,03,-18-,Slamet,Java,Historical, 7.242,S,,109.208,E,3428,Stratovolcano,D2,M1
0603-20=,06,03,-20-,Dieng_Volc_Complex,Java,Historical, 7.20,S,*,109.92,E,2565,Complex volcano,D2,S1
0603-21=,06,03,-21-,Sundoro,Java,Historical, 7.30,S,,109.992,E,3136,Stratovolcano,D2,S1
0603-22=,06,03,-22-,Sumbing,Java,Historical, 7.384,S,,110.070,E,3371,Stratovolcano,D4,S0
0603-231,06,03,-231,Telomoyo,Java,Holocene, 7.37,S,,110.40,E,1894,Stratovolcano,U,S0
0603-23=,06,03,-23-,Ungaran,Java,Holocene, 7.18,S,,110.33,E,2050,Stratovolcano,U,S0
0603-24=,06,03,-24-,Merbabu,Java,Historical, 7.45,S,,110.43,E,3145,Stratovolcano,D4,M1
0603-251,06,03,-251,Muria,Java,Holocene, 6.62,S,,110.88,E,1625,Stratovolcano,D7,M0
0603-25=,06,03,-25-,Merapi,Java,Historical, 7.542,S,,110.442,E,2968,Stratovolcano,D1,S9
0603-26=,06,03,-26-,Lawu,Java,Historical, 7.625,S,,111.192,E,3265,Stratovolcano,D3,S1
0603-27=,06,03,-27-,Wilis,Java,Holocene, 7.808,S,,111.758,E,2563,Stratovolcano,U,S0
0603-281,06,03,-281,Kawi_Butak,Java,Holocene, 7.92,S,,112.45,E,2651,Stratovolcanoes,U,S0
0603-28=,06,03,-28-,Kelut,Java,Historical, 7.93,S,,112.308,E,1731,Stratovolcano,D1,S2
0603-291,06,03,-291,Penanggungan,Java,Holocene, 7.62,S,,112.63,E,1653,Stratovolcano,U,S0
0603-292,06,03,-292,Malang_Plain,Java,Holocene, 8.02,S,*,112.68,E,680,Maars,U,S0
0603-29=,06,03,-29-,Arjuno_Welirang,Java,Historical, 7.725,S,,112.58,E,3339,Stratovolcano,D2,S1
0603-30=,06,03,-30-,Semeru,Java,Historical, 8.108,S,,112.92,E,3676,Stratovolcano,D1,S1
0603-31=,06,03,-31-,Tengger_Caldera,Java,Historical, 7.942,S,,112.95,E,2329,Stratovolcanoes,D1,S1
0603-321,06,03,-321,Lurus,Java,Holocene?, 7.73,S,,113.58,E,539,Complex volcano,?,S0
0603-32=,06,03,-32-,Lamongan,Java,Historical, 7.979,S,,113.342,E,1651,Stratovolcano,D3,M1
0603-33=,06,03,-33-,Iyang_Argapura,Java,Holocene, 7.97,S,,113.57,E,3088,Complex volcano,U,S0
0603-34=,06,03,-34-,Raung,Java,Historical, 8.125,S,,114.042,E,3332,Stratovolcano,D1,S1
0603-351,06,03,-351,Baluran,Java,Holocene?, 7.85,S,,114.37,E,1247,Stratovolcano,?,S0
0603-35=,06,03,-35-,Ijen,Java,Historical, 8.058,S,,114.242,E,2799,Stratovolcanoes,D2,S1
0604-001,06,04,-001,Bratan,Lesser Sunda Is,Holocene, 8.28,S,,115.13,E,2276,Caldera,U,S0
0604-01=,06,04,-01-,Batur,Lesser Sunda Is,Historical, 8.242,S,,115.375,E,1717,Caldera,D1,S1
0604-02=,06,04,-02-,Agung,Lesser Sunda Is,Historical, 8.342,S,,115.508,E,3142,Stratovolcano,D2,S0
0604-03=,06,04,-03-,Rinjani,Lesser Sunda Is,Historical, 8.42,S,,116.47,E,3726,Stratovolcano,D1,S1
0604-04=,06,04,-04-,Tambora,Lesser Sunda Is,Historical, 8.25,S,,118.00,E,2850,Stratovolcano,D2,S0
0604-05=,06,04,-05-,Sangeang_Api,Lesser Sunda Is,Historical, 8.20,S,,119.07,E,1949,Complex volcano,D2,M2
0604-06=,06,04,-06-,Sano_Wai,Lesser Sunda Is,Holocene, 8.72,S,,120.02,E,903,Caldera,U,S0
0604-071,06,04,-071,Ranakah,Lesser Sunda Is,Historical, 8.62,S,,120.52,E,2350,Lava domes,D2,S0
0604-07=,06,04,-07-,Poco_Leok,Lesser Sunda Is,Fumarolic, 8.68,S,,120.48,E,1675,Stratovolcano,U,S0
0604-08=,06,04,-08-,Inierie,Lesser Sunda Is,Radiocarbon, 8.875,S,,120.95,E,2245,Stratovolcano,D7,S0
0604-09=,06,04,-09-,Inielika,Lesser Sunda Is,Historical, 8.73,S,,120.98,E,1559,Complex volcano,D1,S1
0604-10=,06,04,-10-,Ebulobo,Lesser Sunda Is,Historical, 8.82,S,,121.18,E,2124,Stratovolcano,D2,S1
0604-11=,06,04,-11-,Iya,Lesser Sunda Is,Historical, 8.897,S,,121.645,E,637,Stratovolcano,D2,M1
0604-12=,06,04,-12-,Sukaria_Caldera,Lesser Sunda Is,Fumarolic, 8.792,S,,121.77,E,1500,Caldera,U,S0
0604-13=,06,04,-13-,Ndete_Napu,Lesser Sunda Is,Fumarolic, 8.72,S,,121.78,E,750,Fumarole field,?,S0
0604-14=,06,04,-14-,Kelimutu,Lesser Sunda Is,Historical, 8.77,S,,121.82,E,1639,Complex volcano,D2,S1
0604-15=,06,04,-15-,Paluweh,Lesser Sunda Is,Historical, 8.32,S,,121.708,E,875,Stratovolcano,D2,S2
0604-16=,06,04,-16-,Egon,Lesser Sunda Is,Historical, 8.67,S,,122.45,E,1703,Stratovolcano,D1,S1
0604-17=,06,04,-17-,Ilimuda,Lesser Sunda Is,Fumarolic, 8.478,S,,122.671,E,1100,Stratovolcano,U,S0
0604-18=,06,04,-18-,Lewotobi,Lesser Sunda Is,Historical, 8.542,S,,122.775,E,1703,Stratovolcanoes,D1,S1
0604-20=,06,04,-20-,Leroboleng,Lesser Sunda Is,Historical, 8.358,S,,122.842,E,1117,Complex volcano,D1,S1
0604-22=,06,04,-22-,Iliboleng,Lesser Sunda Is,Historical, 8.342,S,,123.258,E,1659,Stratovolcano,D2,M1
0604-23=,06,04,-23-,Lewotolo,Lesser Sunda Is,Historical, 8.272,S,,123.505,E,1423,Stratovolcano,D2,S1
0604-24=,06,04,-24-,Ililabalekan,Lesser Sunda Is,Fumarolic, 8.55,S,,123.38,E,1018,Stratovolcano,U,M0
0604-25=,06,04,-25-,Iliwerung,Lesser Sunda Is,Historical, 8.53,S,,123.57,E,1018,Complex volcano,D2,M1
0604-26=,06,04,-26-,Tara_Batu,Lesser Sunda Is,Historical, 7.792,S,,123.579,E,748,Stratovolcano,D1,M1
0604-27=,06,04,-27-,Sirung,Lesser Sunda Is,Historical, 8.508,S,,124.13,E,862,Complex volcano,D2,S1
0604-28=,06,04,-28-,Yersey,Lesser Sunda Is,Uncertain, 7.53,S,,123.95,E,-3800,Submarine volcano ?,?,U0
0605-01=,06,05,-01-,Emperor_of_China,Banda Sea,Uncertain, 6.62,S,,124.22,E,-2850,Submarine volcano ?,?,U0
0605-02=,06,05,-02-,Nieuwerkerk,Banda Sea,Uncertain, 6.60,S,,124.675,E,-2285,Submarine volcano ?,?,U0
0605-03=,06,05,-03-,Gunungapi_Wetar,Banda Sea,Historical, 6.642,S,,126.65,E,282,Stratovolcano,D5,S2
0605-04=,06,05,-04-,Wurlali,Banda Sea,Historical, 7.125,S,,128.675,E,868,Stratovolcano,D3,S1
0605-05=,06,05,-05-,Teon,Banda Sea,Historical, 6.92,S,,129.125,E,655,Stratovolcano,D2,S2
0605-06=,06,05,-06-,Nila,Banda Sea,Historical, 6.73,S,,129.50,E,781,Stratovolcano,D2,S1
0605-07=,06,05,-07-,Serua,Banda Sea,Historical, 6.30,S,,130.00,E,641,Stratovolcano,D2,S1
0605-08=,06,05,-08-,Manuk,Banda Sea,Fumarolic, 5.53,S,,130.292,E,282,Stratovolcano,U,S0
0605-09=,06,05,-09-,Banda_Api,Banda Sea,Historical, 4.525,S,,129.871,E,640,Caldera,D2,S1
0606-01=,06,06,-01-,Colo_Una_Una,Sulawesi-Indonesia,Historical, 0.17,S,,121.608,E,507,Stratovolcano,D2,S2
0606-02=,06,06,-02-,Ambang,Sulawesi-Indonesia,Historical, 0.75,N,,124.42,E,1795,Complex volcano,D3,S0
0606-03=,06,06,-03-,Soputan,Sulawesi-Indonesia,Historical, 1.108,N,,124.73,E,1784,Stratovolcano,D1,S1
0606-04=,06,06,-04-,Sempu,Sulawesi-Indonesia,Fumarolic, 1.13,N,,124.758,E,1549,Caldera,U,S0
0606-07-,06,06,-07-,Tondano_Caldera,Sulawesi-Indonesia,Fumarolic, 1.23,N,,124.83,E,1202,Caldera,U,S0
0606-10=,06,06,-10-,Lokon_Empung,Sulawesi-Indonesia,Historical, 1.358,N,,124.792,E,1580,Stratovolcano,D1,S1
0606-11=,06,06,-11-,Mahawu,Sulawesi-Indonesia,Historical, 1.358,N,,124.858,E,1324,Stratovolcano,D2,S1
0606-12=,06,06,-12-,Klabat,Sulawesi-Indonesia,Fumarolic, 1.47,N,,125.03,E,1995,Stratovolcano,U,S0
0606-13=,06,06,-13-,Tongkoko,Sulawesi-Indonesia,Historical, 1.52,N,,125.20,E,1149,Stratovolcano,D3,S1
0607-01=,06,07,-01-,Ruang,Sangihe Is-Indonesia,Historical, 2.30,N,,125.37,E,725,Stratovolcano,D1,S1
0607-02=,06,07,-02-,Karangetang_Api_Siau,Sangihe Is-Indonesia,Historical, 2.78,N,,125.40,E,1784,Stratovolcano,D1,S1
0607-03=,06,07,-03-,Banua_Wuhu,Sangihe Is-Indonesia,Historical, 3.138,N,,125.491,E,-5,Submarine volcano,D2,S1
0607-04=,06,07,-04-,Awu,Sangihe Is-Indonesia,Historical, 3.67,N,,125.50,E,1320,Stratovolcano,D1,S1
0607-05=,06,07,-05-,Unnamed,Sangihe Is-Indonesia,Uncertain, 3.97,N,,124.17,E,-5000,Submarine volcano ?,?,U0
0608-001,06,08,-001,Tarakan,Halmahera-Indonesia,Holocene, 1.83,N,,127.83,E,318,Pyroclastic cones,U,M0
0608-01=,06,08,-01-,Dukono,Halmahera-Indonesia,Historical, 1.68,N,,127.88,E,1335,Complex volcano,D1,S1
0608-02-,06,08,-02-,Tobaru,Halmahera-Indonesia,Holocene, 1.63,N,,127.67,E,1035,Unknown,U,S0
0608-03=,06,08,-03-,Ibu,Halmahera-Indonesia,Historical, 1.488,N,,127.63,E,1325,Stratovolcano,D1,S1
0608-04=,06,08,-04-,Gamkonora,Halmahera-Indonesia,Historical, 1.38,N,,127.53,E,1635,Stratovolcano,D1,S1
0608-051,06,08,-051,Jailolo,Halmahera-Indonesia,Holocene, 1.08,N,,127.42,E,1130,Stratovolcano,U,S0
0608-052,06,08,-052,Hiri,Halmahera-Indonesia,Holocene, 0.90,N,,127.32,E,630,Stratovolcano,U,M0
0608-05=,06,08,-05-,Todoko_Ranu,Halmahera-Indonesia,Holocene, 1.25,N,,127.47,E,979,Calderas,U,S0
0608-061,06,08,-061,Tidore,Halmahera-Indonesia,Holocene, 0.658,N,,127.40,E,1730,Stratovolcano,U,S0
0608-062,06,08,-062,Mare,Halmahera-Indonesia,Holocene, 0.57,N,,127.40,E,308,Stratovolcano,U,S0
0608-063,06,08,-063,Moti,Halmahera-Indonesia,Holocene, 0.45,N,,127.40,E,950,Stratovolcano,U,S0
0608-06=,06,08,-06-,Gamalama,Halmahera-Indonesia,Historical, 0.80,N,,127.33,E,1715,Stratovolcanoes,D1,S1
0608-071,06,08,-071,Tigalalu,Halmahera-Indonesia,Holocene, 0.07,N,,127.42,E,422,Stratovolcano,U,S0
0608-072,06,08,-072,Amasing,Halmahera-Indonesia,Holocene, 0.53,S,,127.48,E,1030,Stratovolcanoes,U,S0
0608-073,06,08,-073,Bibinoi,Halmahera-Indonesia,Holocene, 0.77,S,,127.72,E,900,Stratovolcanoes,U,S0
0608-07=,06,08,-07-,Makian,Halmahera-Indonesia,Historical, 0.32,N,,127.40,E,1357,Stratovolcano,D2,S2
0610-01-,06,10,-01-,Bombalai,Borneo,Holocene?, 4.40,N,,117.88,E,531,Pyroclastic cone,?,M0
0700-01=,07,00,-01-,Jolo,Sulu Is-Philippines,Historical, 6.013,N,*,121.057,E,811,Pyroclastic cones,D3,M0
0701-011,07,01,-011,Parker,Mindanao-Philippines,Historical, 6.113,N,,124.892,E,1824,Stratovolcano,D5,S0
0701-01=,07,01,-01-,Balut,Mindanao-Philippines,Fumarolic, 5.40,N,,125.375,E,862,Stratovolcano,U,S0
0701-02=,07,01,-02-,Matutum,Mindanao-Philippines,Radiocarbon, 6.37,N,,125.07,E,2286,Stratovolcano,D6,S0
0701-031,07,01,-031,Leonard_Range,Mindanao-Philippines,Radiocarbon, 7.382,N,,126.047,E,1080,Stratovolcano,D6,S0
0701-03=,07,01,-03-,Apo,Mindanao-Philippines,Fumarolic, 6.989,N,,125.269,E,2938,Stratovolcano,U,S0
0701-04=,07,01,-04-,Makaturing,Mindanao-Philippines,Historical, 7.647,N,,124.32,E,1940,Stratovolcano,D3,S0
0701-05=,07,01,-05-,Latukan,Mindanao-Philippines,Holocene?, 7.65,N,,124.45,E,2338,Stratovolcano,?,S0
0701-061,07,01,-061,Kalatungan,Mindanao-Philippines,Holocene?, 7.95,N,,124.80,E,2824,Stratovolcano,?,S0
0701-06=,07,01,-06-,Ragang,Mindanao-Philippines,Historical, 7.70,N,,124.50,E,2815,Stratovolcano,D3,S1
0701-071,07,01,-071,Malindang,Mindanao-Philippines,Holocene, 8.22,N,,123.63,E,2404,Stratovolcano,U,S0
0701-072,07,01,-072,Balatukan,Mindanao-Philippines,Uncertain, 8.77,N,,124.98,E,2450,Compound volcano,?,M0
0701-07=,07,01,-07-,Musuan,Mindanao-Philippines,Historical, 7.877,N,,125.068,E,646,Lava dome,D3,S0
0701-08=,07,01,-08-,Camiguin,Mindanao-Philippines,Historical, 9.203,N,,124.673,E,1552,Stratovolcanoes,D2,S0
0701-09-,07,01,-09-,Paco,Mindanao-Philippines,Anthropology, 9.593,N,,125.520,E,524,Stratovolcano,U,S0
0702-01=,07,02,-01-,Cuernos_de_Negros,Philippines-C,Fumarolic, 9.25,N,,123.17,E,1862,Complex volcano,U,S0
0702-02=,07,02,-02-,Kanlaon,Philippines-C,Historical,10.412,N,,123.132,E,2435,Stratovolcano,D1,S1
0702-03=,07,02,-03-,Mandalagan,Philippines-C,Fumarolic,10.65,N,,123.25,E,1885,Complex volcano,U,S0
0702-04=,07,02,-04-,Silay,Philippines-C,Fumarolic,10.77,N,,123.23,E,1510,Stratovolcano,U,S0
0702-05=,07,02,-05-,Cabalían,Philippines-C,Radiocarbon,10.287,N,,125.221,E,945,Stratovolcano,D3,S0
0702-07=,07,02,-07-,Mahagnao,Philippines-C,Fumarolic,10.896,N,,125.87,E,860,Stratovolcano,U,S0
0702-08=,07,02,-08-,Biliran,Philippines-C,Historical,11.523,N,,124.535,E,1301,Compound volcano,D2,S0
0703-01=,07,03,-01-,Bulusan,Luzon-Philippines,Historical,12.770,N,,124.05,E,1565,Stratovolcanoes,D1,S1
0703-02=,07,03,-02-,Pocdol_Mountains,Luzon-Philippines,Fumarolic,13.05,N,,123.958,E,1102,Compound volcano,U,S0
0703-031,07,03,-031,Masaraga,Luzon-Philippines,Holocene,13.32,N,,123.60,E,1328,Stratovolcano,U,S0
0703-03=,07,03,-03-,Mayon,Luzon-Philippines,Historical,13.257,N,,123.685,E,2462,Stratovolcano,D1,S2
0703-041,07,03,-041,Iriga,Luzon-Philippines,Holocene,13.457,N,,123.457,E,1196,Stratovolcano,U,S0
0703-042,07,03,-042,Isarog,Luzon-Philippines,Fumarolic,13.658,N,,123.38,E,1966,Stratovolcano,U,S0
0703-044,07,03,-044,Malindig,Luzon-Philippines,Hot Springs,13.240,N,,122.018,E,1157,Stratovolcano,U,S0
0703-05=,07,03,-05-,Banahaw,Luzon-Philippines,Holocene,14.07,N,,121.48,E,2158,Complex volcano,U,S0
0703-06=,07,03,-06-,San_Pablo_volc_field,Luzon-Philippines,Anthropology,14.12,N,*,121.30,E,1090,Stratovolcano,D6,S0
0703-07=,07,03,-07-,Taal,Luzon-Philippines,Historical,14.002,N,,120.993,E,311,Caldera,D2,S2
0703-081,07,03,-081,Mariveles,Luzon-Philippines,Radiocarbon,14.52,N,,120.47,E,1388,Stratovolcano,D7,S0
0703-082,07,03,-082,Natib,Luzon-Philippines,Holocene?,14.72,N,,120.40,E,1253,Stratovolcano,?,S0
0703-083,07,03,-083,Pinatubo,Luzon-Philippines,Historical,15.13,N,,120.35,E,1486,Stratovolcano,D2,S3
0703-084,07,03,-084,Arayat,Luzon-Philippines,Holocene?,15.20,N,,120.742,E,1026,Stratovolcano,?,S0
0703-085,07,03,-085,Amorong,Luzon-Philippines,Fumarolic,15.828,N,,120.805,E,376,Lava domes,U,S0
0703-086,07,03,-086,Santo Tomas,Luzon-Philippines,Uncertain,16.33,N,,120.55,E,2260,Stratovolcano,?,S0
0703-087,07,03,-087,Patoc,Luzon-Philippines,Fumarolic,17.147,N,,120.980,E,1865,Stratovolcano,U,S0
0703-088,07,03,-088,Ambalatungan_Group,Luzon-Philippines,Fumarolic,17.32,N,,121.10,E,2329,Compound volcano,U,S0
0703-08=,07,03,-08-,Laguna_Caldera,Luzon-Philippines,Fumarolic,14.42,N,,121.27,E,743,Caldera,U,S0
0703-09=,07,03,-09-,Cagua,Luzon-Philippines,Historical,18.222,N,,122.123,E,1133,Stratovolcano,D3,S0
0704-01=,07,04,-01-,Camiguin_de_Babuyanes,Luzon-N of,Historical,18.83,N,,121.860,E,712,Stratovolcano,D3,S0
0704-02=,07,04,-02-,Didicas,Luzon-N of,Historical,19.077,N,,122.202,E,228,Compound volcano,D2,S0
0704-03=,07,04,-03-,Babuyan_Claro,Luzon-N of,Historical,19.523,N,,121.940,E,1080,Stratovolcanoes,D2,S1
0704-05=,07,04,-05-,Unnamed,Luzon-N of,Historical,20.33,N,,121.75,E,-24,Submarine volcano,D3,S0
0704-06-,07,04,-06-,Iraya,Luzon-N of,Historical,20.469,N,,122.010,E,1009,Stratovolcano,D6,S0
0705-001,07,05,-001,Hainan_Dao,SE Asia,Historical,19.70,N,*,110.10,E,,Pyroclastic cones,D2,S0
0705-01-,07,05,-01-,Leizhou_Bandao,SE Asia,Holocene,20.78,N,*,110.17,E,259,Volcanic field,U,S0
0705-02-,07,05,-02-,Cu_Lao_Re_Group,SE Asia,Holocene,15.38,N,*,109.12,E,181,Volcanic field,U,S0
0705-03-,07,05,-03-,Toroeng_Prong,SE Asia,Holocene?,14.93,N,,108.00,E,800,Cinder cone,?,M0
0705-04-,07,05,-04-,Haut_Dong_Nai,SE Asia,Holocene?,11.60,N,*,108.20,E,1000,Volcanic field,?,S0
0705-05-,07,05,-05-,Bas_Dong_Nai,SE Asia,Holocene?,10.80,N,*,107.20,E,392,Volcanic field,?,S0
0705-06-,07,05,-06-,Ile_des_Cendres,SE Asia,Historical,10.158,N,,109.014,E,-20,Submarine volcanoes,D2,M0
0705-07-,07,05,-07-,Veteran,SE Asia,Fumarolic, 9.83,N,,109.05,E,,Submarine volcano,U,S0
0705-08-,07,05,-08-,Popa,SE Asia,Anthropology,20.92,N,, 95.25,E,1518,Stratovolcano,D7,S0
0705-09-,07,05,-09-,Lower_Chindwin,SE Asia,Holocene?,22.28,N,*, 95.10,E,385,Volcanic field,?,S0
0705-10-,07,05,-10-,Singu_Plateau,SE Asia,Holocene,22.70,N,*, 95.98,E,507,Fissure vents,U,S0
0705-11-,07,05,-11-,Tengchong,SE Asia,Uranium-series,25.23,N,*, 98.50,E,2865,Pyroclastic cones,D7,S0
0801-011,08,01,-011,Unnamed,Taiwan-E of,Uncertain,19.17,N,,132.25,E,-10,Submarine volcano ?,?,S0
0801-01=,08,01,-01-,Unnamed,Taiwan-E of,Uncertain,20.93,N,,134.75,E,-6000,Submarine volcano ?,?,U0
0801-02=,08,01,-02-,Unnamed,Taiwan-E of,Uncertain,21.83,N,,121.18,E,-115,Submarine volcano,?,U0
0801-031,08,01,-031,Kueishantao,Taiwan-E of,Historical,24.85,N,,121.92,E,401,Stratovolcano,D4,S0
0801-03=,08,01,-03-,Unnamed,Taiwan-E of,Historical,24.00,N,,121.83,E,,Submarine volcano,D3,S0
0801-04=,08,01,-04-,Unnamed,Taiwan-N of,Uncertain,25.40,N,,122.20,E,-100,Submarine volcano,?,U0
0801-05=,08,01,-05-,Zengyu,Taiwan-N of,Uncertain,26.18,N,,122.458,E,-418,Submarine volcano,?,U0
0802-01=,08,02,-01-,Iriomote_jima,Ryukyu Is,Historical,24.558,N,,124.00,E,-200,Submarine volcano,D2,U0
0802-021,08,02,-021,Yokoate_jima,Ryukyu Is,Historical,28.797,N,,128.997,E,495,Stratovolcanoes,D3,S0
0802-022,08,02,-022,Akuseki_jima,Ryukyu Is,Holocene?,29.461,N,,129.597,E,584,Stratovolcanoes,?,S0
0802-02=,08,02,-02-,Iwo_Tori_shima,Ryukyu Is,Historical,27.877,N,,128.224,E,212,Complex volcano,D2,S1
0802-03=,08,02,-03-,Suwanose_jima,Ryukyu Is,Historical,29.635,N,,129.716,E,799,Stratovolcanoes,D1,S1
0802-041,08,02,-041,Kogaja_jima,Ryukyu Is,Holocene?,29.879,N,,129.625,E,301,Lava domes,?,S0
0802-043,08,02,-043,Kuchino_shima,Ryukyu Is,Radiocarbon,29.964,N,,129.927,E,628,Stratovolcanoes,D6,S0
0802-04=,08,02,-04-,Nakano_shima,Ryukyu Is,Historical,29.856,N,,129.859,E,979,Stratovolcanoes,D2,S0
0802-05=,08,02,-05-,Kuchinoerabu_jima,Ryukyu Is,Historical,30.440,N,,130.219,E,657,Stratovolcanoes,D2,S2
0802-06=,08,02,-06-,Kikai,Ryukyu Is,Historical,30.789,N,,130.308,E,704,Caldera,D1,S1
0802-07=,08,02,-07-,Ibusuki_volc_field,Kyushu-Japan,Historical,31.22,N,*,130.57,E,922,Calderas,D6,S0
0802-081,08,02,-081,Sumiyoshi_ike,Kyushu-Japan,Radiocarbon,31.768,N,,130.594,E,15,Maars,D7,M0
0802-08=,08,02,-08-,Sakura_jima,Kyushu-Japan,Historical,31.585,N,,130.657,E,1117,Stratovolcano,D1,S1
0802-091,08,02,-091,Fukue_jima,Kyushu-Japan,Tephrochronology,32.653,N,,128.851,E,317,Shield volcanoes,D7,M0
0802-09=,08,02,-09-,Kirishima,Kyushu-Japan,Historical,31.931,N,,130.864,E,1700,Shield volcano,D1,S1
0802-10=,08,02,-10-,Unzen,Kyushu-Japan,Historical,32.757,N,,130.294,E,1500,Complex volcano,D2,S1
0802-11=,08,02,-11-,Aso,Kyushu-Japan,Historical,32.881,N,,131.106,E,1592,Caldera,D1,M1
0802-12=,08,02,-12-,Kuju,Kyushu-Japan,Historical,33.083,N,,131.251,E,1791,Stratovolcanoes,D2,M1
0802-13=,08,02,-13-,Tsurumi,Kyushu-Japan,Historical,33.28,N,,131.432,E,1584,Lava domes,D6,S0
0803-001,08,03,-001,Abu,Honshu-Japan,Thermoluminescence,34.50,N,,131.60,E,641,Shield volcanoes,D7,M0
0803-002,08,03,-002,Sanbe,Honshu-Japan,Radiocarbon,35.13,N,,132.62,E,1126,Stratovolcano,D6,S0
0803-003,08,03,-003,Oki_Dogo,Honshu-Japan,Anthropology,36.176,N,,133.334,E,151,Shield volcano,U,M0
0803-01=,08,03,-01-,Izu_Tobu,Honshu-Japan,Historical,34.900,N,,139.098,E,1406,Pyroclastic cones,D2,M0
0803-02=,08,03,-02-,Hakone,Honshu-Japan,Radiocarbon,35.230,N,,139.024,E,1438,Complex volcano,D6,S0
0803-031,08,03,-031,Kita_Yatsuga-take,Honshu-Japan,Radiocarbon,36.10,N,,138.30,E,2530,Stratovolcanoes,D6,S0
0803-03=,08,03,-03-,Fuji,Honshu-Japan,Historical,35.358,N,,138.731,E,3776,Stratovolcano,D4,S2
0803-04=,08,03,-04-,On_take,Honshu-Japan,Historical,35.890,N,,137.48,E,3063,Complex volcano,D2,S0
0803-05=,08,03,-05-,Haku_san,Honshu-Japan,Historical,36.152,N,,136.774,E,2702,Stratovolcano,D5,S2
0803-06=,08,03,-06-,Norikura,Honshu-Japan,Radiocarbon,36.103,N,,137.557,E,3026,Stratovolcanoes,D7,S0
0803-071,08,03,-071,Washiba_Kumonotaira,Honshu-Japan,Holocene,36.408,N,,137.594,E,2924,Shield volcanoes,D,M0
0803-07=,08,03,-07-,Yake_dake,Honshu-Japan,Historical,36.224,N,,137.590,E,2455,Stratovolcanoes,D2,S0
0803-08=,08,03,-08-,Tate_yama,Honshu-Japan,Historical,36.568,N,,137.593,E,2621,Stratovolcano,D3,S0
0803-09=,08,03,-09-,Niigata_Yake_yama,Honshu-Japan,Historical,36.918,N,,138.039,E,2400,Lava dome,D2,S1
0803-10=,08,03,-10-,Myoko,Honshu-Japan,Radiocarbon,36.888,N,,138.12,E,2446,Stratovolcano,D7,S0
0803-11=,08,03,-11-,Asama,Honshu-Japan,Historical,36.403,N,,138.526,E,2568,Complex volcano,D1,S1
0803-121,08,03,-121,Shiga,Honshu-Japan,Holocene?,36.688,N,,138.519,E,2041,Shield volcanoes,?,M0
0803-122,08,03,-122,Haruna,Honshu-Japan,Anthropology,36.474,N,,138.881,E,1449,Stratovolcano,D6,S0
0803-12=,08,03,-12-,Kusatsu_Shirane,Honshu-Japan,Historical,36.620,N,,138.535,E,2171,Stratovolcanoes,D2,S1
0803-131,08,03,-131,Hiuchi,Honshu-Japan,Historical,36.952,N,,139.289,E,2356,Stratovolcano,D5,S0
0803-13=,08,03,-13-,Akagi,Honshu-Japan,Holocene?,36.557,N,,139.196,E,1828,Stratovolcano,?,S0
0803-141,08,03,-141,Nantai,Honshu-Japan,Holocene?,36.762,N,,139.494,E,2486,Stratovolcano,?,S0
0803-142,08,03,-142,Omanago Group,Honshu-Japan,Radiocarbon,36.792,N,,139.510,E,2367,Lava domes,D7,S0
0803-143,08,03,-143,Takahara,Honshu-Japan,Holocene,36.897,N,,139.780,E,1795,Stratovolcano,D7,S0
0803-14=,08,03,-14-,Nikko_Shirane,Honshu-Japan,Historical,36.796,N,,139.379,E,2578,Shield volcano,D2,S1
0803-151,08,03,-151,Numazawa,Honshu-Japan,Radiocarbon,37.450,N,,139.579,E,1100,Shield volcano,D7,M0
0803-15=,08,03,-15-,Nasu,Honshu-Japan,Historical,37.122,N,,139.966,E,1915,Stratovolcanoes,D2,S1
0803-16=,08,03,-16-,Bandai,Honshu-Japan,Historical,37.598,N,,140.076,E,1819,Stratovolcano,D3,S1
0803-17=,08,03,-17-,Adatara,Honshu-Japan,Historical,37.644,N,,140.286,E,1718,Stratovolcanoes,D2,S1
0803-18=,08,03,-18-,Azuma,Honshu-Japan,Historical,37.732,N,,140.248,E,2035,Stratovolcanoes,D2,S1
0803-191,08,03,-191,Hijiori,Honshu-Japan,Holocene,38.606,N,,140.178,E,516,Caldera,U,S0
0803-19=,08,03,-19-,Zao,Honshu-Japan,Historical,38.141,N,,140.443,E,1841,Complex volcano,D2,S1
0803-20=,08,03,-20-,Narugo,Honshu-Japan,Historical,38.733,N,,140.732,E,470,Caldera,D6,S0
0803-21=,08,03,-21-,Kurikoma,Honshu-Japan,Historical,38.958,N,,140.792,E,1628,Stratovolcano,D2,S1
0803-22=,08,03,-22-,Chokai,Honshu-Japan,Historical,39.096,N,,140.052,E,2233,Stratovolcanoes,D2,S1
